raw,processed,label
karena salah pengiriman (barang yg diterima tdk sesuai dg yg diorder) belanja tgl 12 juni baru diterima tgl 29 juni. Blm lg ribetnya proses komplain bikin trauma &amp; kapok belanja di unilever. sudah lama dlm pengiriman lama pula solusi komplainnya. 😥😫😪😔,karena salah kirim barang yang terima tidak sesuai dengan yang order belanja tanggal juni baru terima tanggal juni belum lagi ribetnya proses komplain buat trauma amp kapok belanja di unilever sudah lama dalam kirim lama pula solusi komplain,0
sekarang bln 8 dikirim produknya yg free bln 9; uda hampir expired date; padahal saya ini beli loh; bukannya free; apa gak dicek dulu ya??,sekarang bulan kirim produk yang bebas bulan sudah hampir expired date padahal saya ini beli loh bukan bebas apa enggak cek dulu iya,0
toko nya mengecewakan,toko nya kecewa,0
payah judul.sm deskripsi ga sama;sama aja ngejebak orang;judul rinso cair deskripsinya rinso bubuk;untung datengnya masih rinso;kirain datengnya sabun colek,payah judul sama deskripsi tidak sama sama saja ngejebak orang judul rinso cair deskripsi rinso bubuk untung datengnya masih rinso ira datengnya sabun colek,0
ketika diterima bocor.. parfum tinggal sedikit :(,ketika terima bocor parfum tinggal sedikit,0
maap ini admin toko; saya gak puas sama kurirnya; jd tolong diteruskan nilai bintang 3 ke ekspedisinya ya; ngirim msh jabodetabek aja 4 hari; kaya ngirim ke jawa timur,maaf ini admin toko saya enggak puas sama kurir jadi tolong terus nilai bintang ke ekspedisi iya kirim masih jabodetabek saja hari kayak kirim ke jawa timur,0
Hadiah rusak saat datang; pecah,hadiah rusak saat datang pecah,0
Krn belinya barengan dgn milo kaleng; dan tanpa ada pemisahan; jdnya nyampe dalam keadaan penyok 😅. Perlu ditingkatkan dgn pengemasan; aplagi saat buka dus; si kaleng milo 1kg ditaruh di paling atas sedangkan dus2 cereal ini ditaruh di paling bawah; gimana ga penyok  😅,karena beli bareng dengan milo kaleng dan tanpa ada pisah jdnya sampai dalam ada penyok perlu tingkat dengan emas aplagi saat buka dus sih kaleng milo kg taruh di paling atas sedang dus cereal ini taruh di paling bawah bagaimana tidak penyok,0
Butuh perhatian lebih bagaimana kaleng tidak penyok sampai di pelanggan. ,butuh perhati lebih bagaimana kaleng tidak penyok sampai di langgan,0
Pesan tanggal 4 nyampe tanggal 13...,pesan tanggal sampai tanggal,0
Botol bocor; sampai habis isinya. Packingnya jelek. Sudah tau isinya cairan harusnya dikasi segel plastik &amp; diwrap masing2.,botol bocor sampai habis isi packingnya jelek sudah tahu isi cair harus kasi segel plastik amp diwrap masing,0
Beli saat Flash Sale. Harganya saat FS murah tp sayangnya gak gratis ongkir jd sama aja harganya kayak di toko offline. ,beli saat flash sale harga saat fs murah tapi sayang enggak gratis ongkos kirim jadi sama saja harga seperti di toko oflen,0
LAYANAN BURUK. PEMBELU DIBOHONGI WAKTU PROSES PESANAN,layan buruk belu bohong waktu proses pesan,0
coffee too sweet; very slow response n slow delivery .. customer service is not helpful at all... regret to buy...,coffee too sweet very slow response dan slow delivery customer service is belum helpful at all regret tryout buy,0
Isinya 3 latte sama 3 cappucinno; caramel machiato nya malah gak ada.,isi latte sama cappucinno caramel machiato nya bahkan enggak ada,0
sebel. official tp lbh mhl hrg ny. jl mhl trs d diskon. stlh diskon pun. toko2 non official tetap lbh murah. k tipu bgt .,sebel official tapi lebih mhl hrg nya jalan mhl terus di diskon telah diskon pun toko non official tetap lebih murah ke tipu banget,0
pengiriman nya lama,kirim nya lama,0
Tolong packingnya di perbaiki. Tumpah kemana2 dari botol nya. ,tolong packingnya di baik tumpah mana dari botol nya,0
barang ok tp pembelian kali ini kecewa krn 1 mg baru dikirim itu pun pakai komplain dl,barang ok tapi beli kali ini kecewa karena moga baru kirim itu pun pakai komplain dulu,0
pengirimannya agak lama pesan tgl 9 sampai tgl 13..,kirim agak lama pesan tanggal sampai tanggal,0
dari 6 kaleng; 4 nya penyok; salah di ekspedisi apa emang dari sebelum dikirim udah penyok,dari kaleng nya penyok salah di ekspedisi apa memang dari belum kirim sudah penyok,0
Rinsonya dikirim bocor; saya tidak tahu apa akan dikembalikan atau tdk. Kurir tau klo rinso bocor.,rinsonya kirim bocor saya tidak tahu apa akan kembali atau tidak kurir tahu kalau rinso bocor,0
Pengiriman Lama sekali; Order tanggal 3 baru sampai tanggal 12. Sempat kecewa takut penipuan; akhirnya sampai juga..  Kalo untuk makannya Oke expired masih 2021; dikasih gratis Kopi nescafe yang expirednya bentar lagi dan Goodibag Nestle bagus lah mengurangi rasa kecewa  Cuma tetep Perlu diperbaiki Durasi pengirimannya. Mentang mentang Flashsale jangan dikesampingkan ya orderannya. Thankyou,kirim lama sekali order tanggal baru sampai tanggal sempat kecewa takut tipu akhir sampai juga jika untuk makan oke expired masih kasih gratis kopi nescafe yang expirednya sebentar lagi dan goodibag nestle bagus lah kurang rasa kecewa cuma tetap perlu baik durasi kirim mentang mentang flashsale jangan samping iya order thankyou,0
Kok gaada  bonus tambahan ya ,kok tidak ada bonus tambah iya,0
Unilever sepertinya tidak siap masuk market place; service LAMAAAAAANYAAA MINTA AMPUUN pertama kali pesen pilih kurir toko; lamaaa juga nyampe nya; pesanan kedua pakai kurir instant sampai tepat waktu; pesanan ketigaa PARAHH BANGET; pas order mau pilih kurir instant lagi; tapi toko non aktifin kurir instant nya; mau ga mau pakai kurir biasa (ga pilih kurir toko karena kapok lama lagi); eehhhh malahh ga nyampe barangnyaa; order dari 24 Juli 2021 dan 03 Aug 2021 cek statusnya udah batal otomatis sama system dan di refund; gara2 resi invalid katanya; dan di crosschek detailnya; kurirnya belum pick up barangnya; jadi mikir barangnya emang belum siap apa gimana yaa; yg jelas lamaa banget lebih dari 7 hari waktu saya kebuang; dikira orang maen2 apa beli keperluan rumah tangga;  PARAAHHH 👎,unilever seperti tidak siap masuk market place service lama minta ampun pertama kali pesan pilih kurir toko lama juga sampai nya pesan dua pakai kurir instant sampai tepat waktu pesan ketigaa parah banget pas order mau pilih kurir instant lagi tapi toko non aktifin kurir instant nya mau tidak mau pakai kurir biasa tidak pilih kurir toko karena kapok lama lagi eeh malahh tidak sampai barangnyaa order dari juli dan aug cek status sudah batal otomatis sama system dan di refund gara resi invalid kata dan di cro chek detail kurir belum pick up barang jadi mikir barang memang belum siap apa bagaimana ya yang jelas lamaa banget lebih dari hari waktu saya buang kira orang main apa beli perlu rumah tangga parah,0
pembelian dari sabtu tetapi pengiriman memakan waktu lama;mohon di tinjau,beli dari sabtu tetapi kirim makan waktu lama mohon di tinjau,0
dus odol kebuka semua... sampe ada 1 yang diisolatip,dus odol buka semua sampai ada yang diisolatip,0
kalo mau cepet jangan pesen disini. mau pakai instant/sameday/; tetep dikirimnya lama. barang diterima dalam bubble wrap; tp ada bbrp yang penyok terutama yang dipinggir kardus.,jika mau cepat jangan pesan sini mau pakai instant sameday tetap kirim lama barang terima dalam bubble wrap tapi ada beberapa yang penyok utama yang pinggir kardus,0
barangnya aman. hanya saja terdapat bubuk rinso di bagian luarnya. saya pikir; bolong. ternyata Alhamdulillah tidak.,barang aman hanya saja dapat bubuk rinso di bagi luar saya pikir bolong nyata alhamdulillah tidak,0
Pesanan dibatalkan malah ditolak.,pesan batal bahkan tolak,0
pengiriman lamaa bangeeet 6 hari baru dikirim. itu juga harus dichat dulu. kalo engga mungkin lebih lama lagi baru dikirim. tolong diperbaiki,kirim lamaa banget hari baru kirim itu juga harus dichat dulu jika enggak mungkin lebih lama lagi baru kirim tolong baik,0
Setelah cek toko2 lain  Kok harganya mahal banget ya kayak beli di warung... kirain bakal lebih murab beli official store malah paling mahal dibanding toko lain..  6 btl = 82 k.. ckck,telah cek toko lain kok harga mahal banget iya seperti beli di warung ira bakal lebih murab beli official store bahkan paling mahal banding toko lain btl ke ck,0
barang stok lama,barang stok lama,0
pengirimannya sampai 10 Hari dari pemesanan...,kirim sampai hari dari mesan,0
tidak tau karena barang tidak dterima  salah saya karena buka paket tidak di foto n video ternyata isi banyak yg ga ada barang nya,tidak tahu karena barang tidak dterima salah saya karena buka paket tidak di foto dan video nyata isi banyak yang tidak ada barang nya,0
Kirim terlalu lama,kirim terlalu lama,0
rasanya krg genuine,rasa krg genuine,0
barang sampai bocor... tolong diperhatikan packingnya,barang sampai bocor tolong perhati packingnya,0
Toko OFFICIAL STORE. Kualitas barang BAD. barang yg d kirim expired Sept 2019. Dan itu sisa 2 bulan lagi. Gila aja. Jangan mentang2 diskonan; trs kirim brg yg mau kadaluarsa. Toko lain tidak seperti anda. Dan tokped tolong dunk benar2 d seleksi store2 yg pantas jd OFFICIAL STORE. Uda 2x sy menemukan spt ni. Thanks,toko official store kualitas barang bad barang yang di kirim expired september dan itu sisa bulan lagi gila saja jangan mentang diskon terus kirim bareng yang mau kadaluarsa toko lain tidak seperti anda dan tokped tolong dong benar di seleksi store yang pantas jadi official store sudah kali saya temu seperti ini terima kasih,0
packing udah bagus pake dus dan plastik  tp kenapa bisa bocor..,packing sudah bagus pakai dus dan plastik tapi kenapa bisa bocor,0
pengirimannya luammaaaa; transaksi tgl 15 baru dikirim tgl 18; udh gitu isinya cm 3/4 botol aja; ga full botol,kirim luamma transaksi tanggal baru kirim tanggal udah begitu isi cuma botol saja tidak full botol,0
Saya bayar 60.000an cuma dapat sunlight 2 pcs. Padahal seharusnya terima 4 pcs.  Ini salah packing atau memang salah kasih harga yah?,saya bayar an cuma dapat sunlight pcs padahal harus terima pcs ini salah packing atau memang salah kasih harga ya,0
barangnya tidak sampai,barang tidak sampai,0
Mohon beri info kalau barang akan telat dtng 1 minggu; tapi diberi extra item lumayan banyk. Terima Kasih. ,mohon beri informasi kalau barang akan lambat dtng minggu tapi beri extra hitam lumayan banyk terima kasih,0
ada satu yang bocor.....agar lebih berhati3x packing nya....,ada satu yang bocor agar lebih hati kali packing nya,0
isi nya agak kurang ya ketimbang sy yang biasa beli disupermarket.. tapi gk apa lah dgn harga segitu dpt 2.. untuk pengiriman juga lama sampainya,isi nya agak kurang iya ketimbang saya yang biasa beli supermarket tapi gak apa lah dengan harga segitu dapat untuk kirim juga lama sampai,0
Pengiriman lama sekali; saran aja kalo bisa d batasi produk sesuai kapasitas perusahaan dalam menghandle pengiriman. Kasian yg tercancel atau perlu menunggu lama tnp kejelasan,kirim lama sekali saran saja jika bisa di batas produk sesuai kapasitas usaha dalam menghandle kirim kasihan yang tercancel atau perlu tunggu lama tanpa jelas,0
Ada 1 yg pecah,ada yang pecah,0
Kirain bener2 flash sale... Ternyata harga lebih murah di super**do,ira benar flash sale nyata harga lebih murah di super di,0
barang yg ini ternyata tdk dikirim 😂😂😂,barang yang ini nyata tidak kirim,0
Packing kuranf rapi,packing kuranf rapi,0
Utk barang ga ada masalah; kecuali di pengiriman yg nyangkut 14 hari karena miskom dr unilever ke pihak jasa pengiriman. Utk admin &amp; tim unilever; tingkatkan ya koordinasi &amp; komunikasi tim. Kalau bs informatif jg ke pelanggan; jgn nunggu ada masalah br di info. Jgn nunggu komplain 2 kali baru ada aksi.,untuk barang tidak ada masalah kecuali di kirim yang nyangkut hari karena salah komunikasi dari unilever ke pihak jasa kirim untuk admin amp tim unilever tingkat iya koordinasi amp komunikasi tim kalau bisa informatif juga ke langgan jangan tunggu ada masalah baru di informasi jangan tunggu komplain kali baru ada aksi,0
Produknya bagus tapi kemasan saat dikirim kurang safe jadi botolnya bocor. Next tolong perhatikan lagi untuk pengirimannya mungkin jangan sekedar pake bubble wrap,produk bagus tapi kemas saat kirim kurang safe jadi botol bocor lanjut tolong perhati lagi untuk kirim mungkin jangan dar pakai bubble wrap,0
entah dimana masalahnya; sampe nya  bisa nyaris semingguan. sudah chat admin jwbannya pengiriman bisa 3-5 hari; berarti sudah dari seller nya lama. Buat yang butuh cepat; gak rekomen belanja disini. kalo cuma buat stok2 aja sih oke.,tidak tahu mana masalah sampai nya bisa nyaris minggu sudah chat admin jwbannya kirim bisa hari arti sudah dari seller nya lama buat yang butuh cepat enggak rekomen belanja sini jika cuma buat stok saja sih oke,0
kotor susu beruangnya seperti agak keset di tiap botolnya (seperti jamur). jadi sblm minum harus cuci bersih lg dengan sabun dan digosok 😔. saya tiap bulan beli disini tp baru kaliini seperti itu keadaan susu beruangnya.,kotor susu beruang seperti agak keset di tiap botol seperti jamur jadi seblum minum harus cuci bersih lagi dengan sabun dan gosok saya tiap bulan beli sini tapi baru kaliini seperti itu ada susu beruang,0
Pake kurir anteraja seminggu baru di pick -_-“,pakai kurir anteraja minggu baru di pick,0
barang yg diterima ada sobek pd kemasannya; isi keluar di bubble wrap. mungkin saat wraping kena cutter.,barang yang terima ada sobek pada kemas isi keluar di bubble wrap mungkin saat wraping kena cutter,0
Packing tidak safety; pas saya ambil di pos kardus sudah terbuka; karena lakban nya terlalu hemat; padahalan belanja nya lumayan bnyk; next diperhatikan tuk packing nya,packing tidak safety pas saya ambil di pos kardus sudah buka karena lakban nya terlalu hemat padahal belanja nya lumayan banyak lanjut perhati untuk packing nya,0
Proses pengirimannya lama banget!!  di aplikasi sih langsung di proses; bahkan statusnya menunggu kurir..tapi kenyataannya tidak sama sekali; ternyata blm di proses sama sekali..nunggu 3 - 7 hari kerja; buat yg BURU2 saya sarankan JANGAN ORDER DISINI !  Buat seller; tolong di info cust nya; di tulis di caption bahwa dari proses order sampe pengiriman butuh 3 - 7 hari kerja; jadi cust yg butuh cepat bisa mikir 2x utk order!,proses kirim lama banget di aplikasi sih langsung di proses bahkan status tunggu kurir tapi nyata tidak sama sekali nyata belum di proses sama sekali tunggu hari kerja buat yang buru saya saran jangan order sini buat seller tolong di informasi cust nya di tulis di caption bahwa dari proses order sampai kirim butuh hari kerja jadi cust yang butuh cepat bisa mikir kali untuk order,0
PRODUKNYA OKE; CUSTOM LOGISTICNYA MURAHAN!,produk oke custom logisticnya murah,0
Pesan yang susu cokelat terus dikonfirmasi stok abis; ditawarin yang susu pisang ini dan nyeseel karena rasanya nggak enak blass anak saya nggak suka. Mana 4 bag kan ini 😭😭,pesan yang susu cokelat terus konfirmasi stok habis ditawarin yang susu pisang ini dan nyeseel karena rasa tidak enak bla anak saya tidak suka mana bag kan ini,0
merugikan konsumen; awal brg dtg udh bocor dan dikembalikan; nunggu lama utk dikirim ternyata malah mau di refund.. ada kali hampir sebulan..,rugi konsumen awal bareng datang udah bocor dan kembali tunggu lama untuk kirim nyata bahkan mau di refund ada kali hampir bulan,0
Sebenarnya durasi pengiriman udah baik (2-3 hari dr saat dipesan). Produk pun udah dikemas dgn sebaik mgkn krn meski saat diterima kardusnya penyok d sana sini; jg dilapisi bubble wrap.  Tp entah mengapa; bubble wrap nya tidak melindungi produknya krn dr 6 pcs; 3 pcs diantaranya penyok d beberapa sisi.,benar durasi kirim sudah baik hari dari saat pes produk pun sudah kemas dengan baik mungkin karena meski saat terima kardus penyok di sana sini juga lapis bubble wrap tapi tidak tahu mengapa bubble wrap nya tidak lindung produk karena dari pcs pcs antara penyok di beberapa sisi,0
